created_at	text	user__location	entities__hashtags__text		entities__hashtags__text			
Mon Nov 02 22:49:43 +0000 2015	tb to disney at night a few years ago ?? @ Disney's Hollywood Studios https://t.co/Da7PuwPuTJ	null						
								
								
								
Mon Nov 02 22:49:43 +0000 2015	and for Today's Happy News: Vladimir Putin orders Security Council to start stockpiling Nuclear Protective Gear- https://t.co/GOIb7GcQbJ	null						
								
								
								
Mon Nov 02 22:49:44 +0000 2015	@Mexico_teamo	null						
								
								
								
Mon Nov 02 22:49:46 +0000 2015	?????? @ Disney's Animal Kingdom https://t.co/42K6G3Ekiu	null						
								
								
								
Mon Nov 02 22:49:47 +0000 2015	Tonight's Dinner Special is Oven-Roasted Stuffed Peppers and Tomatoes filled with Wild Rice and… https://t.co/g9s8HIEeLx	"888 Biscayne Blvd., Miami, FL"						
								
								
								
Mon Nov 02 22:49:47 +0000 2015	This Has To Be The Worst Day Ever Man ????	"Jacksonville, FL"						
								
								
								
Mon Nov 02 22:49:48 +0000 2015	I'm getting this free burger from McDonald's	"Jacksonville Beach, FL"						
								
								
								
Mon Nov 02 22:49:49 +0000 2015	shawn the type of guy to remind the teacher y'all had homework	null						
								
								
								
Mon Nov 02 22:49:52 +0000 2015	no retweet's...lol  https://t.co/nkl7EwPGti	null						
								
								
								
Mon Nov 02 22:49:52 +0000 2015	these bitches gon be who they is	@claudiiaa_xo						
								
								
								
Mon Nov 02 22:49:54 +0000 2015	im so hungry	w shorty						
								
								
								
Mon Nov 02 22:49:53 +0000 2015	Thanks baby ?? https://t.co/rREoxWzm2R	Killadelphia						
								
								
								
Mon Nov 02 22:49:54 +0000 2015	@NickArtistry @RedReserve thank you :)	GT:SaquaneArt						
								
								
								
Mon Nov 02 22:49:55 +0000 2015	could stare at u for hours	null						
								
								
								
Mon Nov 02 22:49:57 +0000 2015	@MMasonXXX I knew I recognized that booty!	"Tampa, Florida"						
								
								
								
Mon Nov 02 22:49:59 +0000 2015	don't mind me...just blowing some bubbles up in here ?? @ WonderWorks https://t.co/asC1OtQjDT	Puerto Rico | Orlando 						
								
								
								
Mon Nov 02 22:50:04 +0000 2015	The Supreme Court of New Zealand decides digital files 'property’... https://t.co/K8PujdkLgd (via juice.li) https://t.co/WJeZdOvOap	null						
								
								
								
Mon Nov 02 22:50:06 +0000 2015	From today's visit at ABC Fine Wine & Spirits.  #craftbeer #instabeer #beerstagram #beer #öl… https://t.co/09ciOBj7Pu	Lidköping	craftbeer					
			instabeer					
			beerstagram					
			beer					
			öl					
Mon Nov 02 22:50:06 +0000 2015	I get so jealous when @lucccid talks to other girls ????	Married to Andre 3000						
								
								
								
Mon Nov 02 22:50:07 +0000 2015	"Getting my hair did for the upcoming Wynterviews! (at @HairCuttery in Miami, FL) https://t.co/uGYrtINgN8"	"Miami, FL"						
								
								
								
Mon Nov 02 22:50:07 +0000 2015	"Westaff: ST - Bags Printer (1) (#Hialeah, FL) https://t.co/wp8OuZEuAN #Manufacturing #Job #Jobs #Hiring #CareerArc"	"Miami, FL"	Hialeah					
			Manufacturing					
			Job					
			Jobs					
			Hiring					
			CareerArc					
Mon Nov 02 22:50:08 +0000 2015	https://t.co/FPlJ32WEN3	null						
								
								
								
Mon Nov 02 22:50:10 +0000 2015	https://t.co/BDanIh5jy6	null						
								
								
								
Mon Nov 02 22:50:11 +0000 2015	Estoy haaaaaarto de huir del Gluten @gretelvaldez ????????????????????????????????????????????	Mexico City						
								
								
								
Mon Nov 02 22:50:11 +0000 2015	@rosyliciousxx that's fine baby ily!	Killadelphia						
								
								
								
Mon Nov 02 22:50:11 +0000 2015	Jags PR crack staff of @john_gonoude and @alexjamesbrooks getting it done https://t.co/AyabbI9TiP	"Jacksonville, Fla."						
								
								
								
Mon Nov 02 22:50:12 +0000 2015	"Can you recommend anyone for this #Nursing #job? https://t.co/hZbhrhqtiO #dialysis #Miami, FL #Hiring #CareerArc"	"Miami, FL"	Nursing					
			job					
			dialysis					
			Miami					
			Hiring					
			CareerArc					
Mon Nov 02 22:50:13 +0000 2015	@MatthewDillner Thanks for your thoughts on Joey VS Matt.Every	Between Florida and Bimini						
								
								
								
Mon Nov 02 22:50:13 +0000 2015	https://t.co/fSmuemhtmM	null						
								
								
								
Mon Nov 02 22:50:15 +0000 2015	?????? @ Disney's Magic Kingdom https://t.co/VYt0sCBhxr	"Panamá, Ciudad de Panamá "						
								
								
								
Mon Nov 02 22:50:15 +0000 2015	???? https://t.co/qjBvRuLoGT	"Naples, FL"						
								
								
								
Mon Nov 02 22:50:17 +0000 2015	I Got A Fucking Toothache	"Jacksonville, FL"						
								
								
								
Mon Nov 02 22:50:18 +0000 2015	"Se fue por amor, no se fue por cobarde."	Olavarria - Berisero?						
								
								
								
Mon Nov 02 22:50:18 +0000 2015	https://t.co/G2jVF9Pak6	null						
								
								
								
Mon Nov 02 22:50:21 +0000 2015	@benchpancake dude this makes me happy	Owl City						
								
								
								
Mon Nov 02 22:50:28 +0000 2015	Reeeeeaaalllllyy miss Drew	#eatgreedy						
								
								
								
