created_at,text,entities__hashtags__text,entities__hashtags__text,
,,CareerArc,,
Mon Nov 09 21:15:32 +0000 2015,@James_Yammouni @Maymusa123,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:15:32 +0000 2015,"Retail Store Shift Supervisor - CVS Health: (#Miami, FL) https://t.co/tmdCCuIwJI #Retail #Job #Jobs #Hiring #CareerArc",Miami,,
,,Retail,,
,,Job,,
,,Jobs,,
,,Hiring,,
,,CareerArc,,
Mon Nov 09 21:15:33 +0000 2015,@justinlueders05 😂😂 https://t.co/mYofkW5oOs,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:15:33 +0000 2015,Leave every bottle as empty as my promises.,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:15:35 +0000 2015,Well that was quick!  Two kiosks gone. https://t.co/mLEbf5zd0r,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:15:36 +0000 2015,@BlissTabitha SMEN TO THT. MURDERS,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:15:37 +0000 2015,.@tracyweeks brings up the key question of grain-size in #OER. Maybe adding lots of small objects not so helpful for teachers. #inacol15,OER,,
,,inacol15,,
,,,,
,,,,
Mon Nov 09 21:15:43 +0000 2015,"@CafeFantasia Our 10 nights offsite cost about that much, with a basic suite.",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:15:48 +0000 2015,Not really sure about anything anymore,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:15:48 +0000 2015,@allisonann26  https://t.co/NadrJglOd9,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:15:49 +0000 2015,305❤️,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:15:52 +0000 2015,Hell will have a cold front before I do something right,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:15:56 +0000 2015,I had a feeling that would be an issue but my god 😒,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:15:58 +0000 2015,@Striver_SRY @GrownBoiTrap @YouAndBabe LMAOOOOOOOO YES & you be in the back hyping shit up,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:15:58 +0000 2015,@brandonarea_YL https://t.co/ArLHF1ssbG,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:15:59 +0000 2015,THE MORE I TALK ABOUT PURPOSE THE MORE EXCITED I AM TO GET MY SIGNED VINYL OF IT,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:15:59 +0000 2015,literally my fav person in this whole world 💘🌎 https://t.co/x6OQyFrrJ3,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:01 +0000 2015,"Want to work at Miami Children's Health System? We're #hiring in #Miami, FL! Click for details: https://t.co/T9lotjYa7u #Healthcare #Job",hiring,,
,,Miami,,
,,Healthcare,,
,,Job,,
Mon Nov 09 21:16:01 +0000 2015,@Tip fucking fuego 👍🏼🔥 https://t.co/3mSQiu3R5Q,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:01 +0000 2015,@eggudola7 OUR SONG OMG 😭😭😭😭💗💗 https://t.co/7WWCvk4IPG,,,
,,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:03 +0000 2015,Wow lmfao https://t.co/DEeb3Yh3dW,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:03 +0000 2015,Long shadows. @ Port of Miami - Royal Caribbean https://t.co/9Bj0hR8XdZ,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:05 +0000 2015,#20 has anyone seen our super stretch limo? Rock n Roller Coaster @Parkeology @mikerigelsky @cmarie0410 @WDWToday https://t.co/pcwrkdBZLK,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:07 +0000 2015,Late post' @ South Beach l Miami Beach https://t.co/hHEJCUFhlA,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:07 +0000 2015,Hello #miami 😜 @ Vizcayne MIA https://t.co/UDN5eesSB6,miami,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:09 +0000 2015,South Beach Miami  #SouthBeach #Miami #MiamiBeach  #nashvillecinematographer #nashvillephotographer… https://t.co/g0Hn1PmhtS,SouthBeach,,
,,Miami,,
,,MiamiBeach,,
,,nashvillecinematographer,,
,,nashvillephotographer,,
Mon Nov 09 21:16:09 +0000 2015,I got habits of counting blessings,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:09 +0000 2015,@Striver_SRY real nigga,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:10 +0000 2015,@camerondallas  @Nashgrier why don't either of you guys follow me? #AskCamAndNash,AskCamAndNash,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:13 +0000 2015,@HillaryClinton GET REAL U KNOW Y! VOTES ONLY THING THAT MATTERS TO YOU.,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:13 +0000 2015,@jpaw1002 He had it ready too. Did that hand motion about 5 times. Won over everyone in that crowd. 👏👏👏,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:15 +0000 2015,gotta act like shit don't phase you even if it do,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:18 +0000 2015,@ob3y_tripy ofc ofc whatever you say lmfao,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:19 +0000 2015,@YoungBenji_ don't no nigga really wanna hear either. Fuck love and kids,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:20 +0000 2015,@PortalPaivaBR mais a gnt arrasa nem TeamCassandra,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:20 +0000 2015,@DrewOnTheRadio  is the fucking man when it comes to freestyle rhyming #sofuckinghot,sofuckinghot,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:21 +0000 2015,Be yourself. Unless you can be @SabrinaAnnLynn,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:23 +0000 2015,So far End of The Day is the best song EVERRRR! @Harry_Styles @NiallOfficial @Real_Liam_Payne @Louis_Tomlinson,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:23 +0000 2015,#Repost @blockheadent ・・・ Celebrity Thursday Presents @foreign_fls performing live Thursday @ Extacy… https://t.co/Z9ERxxzaTL,Repost,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:24 +0000 2015,Our children don't know that sexting pictures of themselves is illegal. Please discuss this NOW: https://t.co/IEkd40LseI #DigCit,DigCit,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:28 +0000 2015,I remind myself of kerv,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:28 +0000 2015,time to start my project on mormonism,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:30 +0000 2015,I just broke myself,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:33 +0000 2015,@kickthepj it's always bongo time,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:36 +0000 2015,"@jadedjynx You should take a selfie with that thing, striking a pose!",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:36 +0000 2015,We made love like the world would've ended,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:38 +0000 2015,Ima brat o well,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:38 +0000 2015,"Want to work in #Miami, FL? View our latest opening: https://t.co/JSOsWONE9A #Healthcare #Job #Jobs #Hiring #CareerArc",Miami,,
,,Healthcare,,
,,Job,,
,,Jobs,,
,,Hiring,,
,,CareerArc,,
Mon Nov 09 21:16:42 +0000 2015,@hansonmusic My Wife is a huge fan!!! We live in AK and are in Disney for a Vacation any way she can meet you?,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:16:43 +0000 2015,"Following up: Peter Malnati made 495 feet, 7 inches of putts this week. Made a putt of 32 feet or longer in every round. Unholy roller.",,,
