created_at,text,entities__hashtags__text,entities__hashtags__text,
,,,videotime,1
Mon Nov 09 21:23:58 +0000 2015,"@E40 ""MONEY SACK"" Feat. LIL BOOSIE https://t.co/h9frulXlhy @BOOSIEOFFICIAL",,oped,1
,,,lifegoals,1
,,,FullNattyBra,1
,,,CarbTheFuckUp,1
Mon Nov 09 21:23:59 +0000 2015,@Batercakes @ringybaby lol i was going to say something toooooo hahaha,,MCM,2
,,,MayTheWindAlwaysBeAtYourBack,1
,,,Northridge,1
,,,goapex,1
Mon Nov 09 21:24:00 +0000 2015,@reverendanthony @Slayericaaa and I are killin' it on hard mode!,,HolidayStressHermosaBeach,1
,,,HolidayStressManhattanBeach,1
,,,HolidayStressRedondoBeach,1
,,,music,1
Mon Nov 09 21:24:00 +0000 2015,DANIEL JOHNSTON LOVES YOU 🌷🌿🌷 #DanielJohnston #ThankYou @ MAMA https://t.co/PvtYY6okuc,DanielJohnston,gold,1
,,ThankYou,award,1
,,,Florence,1
,,,trenchlife,1
Mon Nov 09 21:24:05 +0000 2015,@ohkaterin !!!!!! https://t.co/NEoaJ0u5Oo,,RingCon,1
,,,Baggage,1
,,,eckharttolle,1
,,,ego,1
Mon Nov 09 21:24:06 +0000 2015,"#NYC! SEE IT before it closes NOV 15! ""Homecoming King"" The beautifu solo show by #TheDailyShow's @HasanMinhaj https://t.co/T7c54yeVdf",NYC,EndOfTheDay,1
,,TheDailyShow,4DaysUntilMITAM,1
,,,NFLengineers,1
,,,GeneralScience,1
Mon Nov 09 21:24:07 +0000 2015,@PYagubyan snapchat,,desertmagic,1
,,,wintersolstice,1
,,,lunchtime,1
,,,taliban,1
Mon Nov 09 21:24:10 +0000 2015,"YOURE AN INDEPENDENT WOMAN OF THE 90S FOR GODS SAKE, WHY DONT YA https://t.co/M4VUVhH15q",,LAphotography,1
,,,instagood,1
,,,Afternoon,1
,,,teaparty,1
Mon Nov 09 21:24:12 +0000 2015,What's on everyone's agenda today?,,oldfriends,1
,,,afternoontea,1
,,,hightea,1
,,,crime,1
Mon Nov 09 21:24:12 +0000 2015,Dads Birthday weekend at the #magiccastle #hollywood  w my #beautiful #cousin kelly_rae_  ❤️ @ The… https://t.co/69Ckebftt9,magiccastle,Transportation,1
,,hollywood,MARIPOSA,1
,,beautiful,letmeseethatthong,1
,,cousin,actorslife,1
Mon Nov 09 21:24:16 +0000 2015,ugh not this hoe again 🙄😒,,auditions,1
,,,actor,1
,,,Repost,1
,,,productivity,1
Mon Nov 09 21:24:16 +0000 2015,Tava limpando o pc,,comeonin,1
,,,itsnotworkifyouloveit,1
,,,ItsMyMfn23rdGDay,1
,,,ImaBeHighAfAllDay,1
Mon Nov 09 21:24:19 +0000 2015,And some ppl addicted to them  https://t.co/UqYvzMrQXB,,GStarForNow,1
,,,bansharialaw,1
,,,lateasspost,1
,,,hennyshowers,1
Mon Nov 09 21:24:20 +0000 2015,That durk and dej tho 😩👍🏼 @lildurk_,,future,1
,,,hollyhood,1
,,,ladyinred,1
,,,salvi,1
Mon Nov 09 21:24:20 +0000 2015,"Halleck Vineyard wine tasting at AMA Skincare’s Art, Wine and Adventure VIP Event. #AMAskincare… https://t.co/oAfYaJfsup",AMAskincare,trndnl,1
,,,,
,,,,
,,,,
Mon Nov 09 21:24:24 +0000 2015,We love our client selfies! Had such a great time with these bridesmaids yesterday!… https://t.co/uPmaiP3jru,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:24 +0000 2015,@CarlyFiorina I will never missed!,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:25 +0000 2015,tjack2005 🏈🏈🏈🎉🎉🎉 https://t.co/qr5yotAyq1,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:25 +0000 2015,@NikkyWalks @MuchosGarcias AMEN ma brotha!!!!! We smashed that shit X,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:26 +0000 2015,@EephusBlue The Cardinals not going to the WS in an odd year broke the cycle. It is over now.,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:28 +0000 2015,@EzraAmacher tell them I say good luck,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:28 +0000 2015,Greengate Ranch & Vineyard would like to announce - we are hosting & sponsoring the 2016 Chardonnay… https://t.co/HRQlQQN7Ko,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:30 +0000 2015,the goyard so hard. @ Rodeo Drive https://t.co/M267yvO15s,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:33 +0000 2015,I LOVE CHRIS BRUHHH😊 https://t.co/UvfXwv20c0,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:33 +0000 2015,@thecultureofme p sure it was an April fools joke,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:33 +0000 2015,This #Nursing #job might be a great fit for you: NICU Nurse (RN) needed for Per Diem... - https://t.co/QdsPp8Akow https://t.co/s20mM3KCVM,Nursing,,
,,job,,
,,,,
,,,,
Mon Nov 09 21:24:34 +0000 2015,Olivia Munn Developing 1970’s Female Sportscaster Series for the CW https://t.co/HQsgvNspym via @Variety,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:34 +0000 2015,No!!!!!!!! https://t.co/z7lfGDBKCH,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:35 +0000 2015,"I had heard about this ""Hume Lake"" for many years. Each person I talked to who had been there gave it… https://t.co/nNi8jls1nE",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:35 +0000 2015,@thepenguindeeps how?,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:35 +0000 2015,I'm rockin with “Rise Up” by @AndraDayMusic: #NowPlaying https://t.co/avYJZwBUc0 #YupYup,NowPlaying,,
,,YupYup,,
,,,,
,,,,
Mon Nov 09 21:24:36 +0000 2015,https://t.co/WpGYiF7M0F,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:37 +0000 2015,На Воробьевых горах https://t.co/FRqbJeSXDC,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:37 +0000 2015,lowkey dying because the heater is on in this gym,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:37 +0000 2015,"Cool stuff along the way! (@ Fort Irwin Painted Rocks in Fort Irwin, CA) https://t.co/BqnyAjmfCQ https://t.co/eMe5RKibcU",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:39 +0000 2015,@AngelM_Cru thanks for the help this week. I thought it fit in perfectly. #digitallife,digitallife,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:38 +0000 2015,"My mouth hella fucked up I can't even eat, I best lose weight https://t.co/bIGNkJvW8t",,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:39 +0000 2015,Solo Show this Friday the 13th. @ State Social House https://t.co/q7CMnsD21O,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:39 +0000 2015,Really didnt feel like running to catch the next bus. So now i gotta wait 15 minutes...,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:40 +0000 2015,I forgot traffic is a thing and may miss my flight... l o l :-),,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:41 +0000 2015,"@tiffabrown Aha LA transplant to Reno, but that's just a short trip (couldn't be longer than going Westside to Downtown on a weeknight!) : )",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:41 +0000 2015,"See our latest #LosAngeles, CA #job and click to apply: Seasonal Retail Sales Part Time Macy's Westside Pavilion - https://t.co/z7LCJ9jI9H",LosAngeles,,
,,job,,
,,,,
,,,,
Mon Nov 09 21:24:42 +0000 2015,"Some of these ambitions,  which are great,  will require more features and most importantly, quality assurance of techs in use. #FutureEdu",FutureEdu,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:42 +0000 2015,I stopped in to the @BevHillsHotel told the staff at the Polo Lounge I was there to play piano. The look.....,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:43 +0000 2015,We're #hiring! Click to apply: RN Clinical Staff Nurse Labor & Delivery (L&D Per diem) - https://t.co/VY49mLTdBC https://t.co/4qFsjuU7Mu,hiring,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:44 +0000 2015,"I can't believe I'm turning fucking 20 tmr holy shit last day of being a lil shit head teen ima make it count ("":",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:44 +0000 2015,✂️✂️✂️✂️,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:45 +0000 2015,"@GoDaddyHelp @GoDaddy I want to sing your praises, however, you customer service is ABYSMAL! On hold for an hour with a simple question..",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:47 +0000 2015,So someone on my team just got a offer from Oregon,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:48 +0000 2015,"Naughty gem? @RobinBielman, YOU'RE a naughty gem! TY for the shout-out. xoxo",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:48 +0000 2015,🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:48 +0000 2015,Florentine Benedict #breakfast #favoritemealoftheday #melrose #losangeles #florentine #benedict… https://t.co/zKjChzSBj5,breakfast,,
,,favoritemealoftheday,,
,,melrose,,
,,losangeles,,
,,florentine,,
,,benedict,,
Mon Nov 09 21:24:49 +0000 2015,🔥🔥🔥🔥 https://t.co/BnOhy1pwKO,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:49 +0000 2015,soda my soda my sprite/ this bitch tryna save my life,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:49 +0000 2015,"Omg, I'm obsessed with @bretmanrock",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:49 +0000 2015,@mainedcm Trust me: Those who matter don't mind. And those who mind don't matter.,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:52 +0000 2015,Rihanna and Cara https://t.co/4EqbKg05ag,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:54 +0000 2015,100 acres for lease hmu https://t.co/WtGrxb4kVi,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:55 +0000 2015,I think I'll just respond to people with a meme/pic,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:55 +0000 2015,@marybethxx6 @DaveAngela @hugheschris30 Oh good! About dang time that woman go what she has coming! 😠 😁,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:55 +0000 2015,I'm not going to text you let's see if you hit me up or not,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:58 +0000 2015,Strange things going on in the sky across the world! 👽🙃,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:58 +0000 2015,Bih got me FUCKED UP,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:58 +0000 2015,@mikewickett @jpdavis1982 @punchthecore @1057FMTheFan @packers @ChuckFreimund I have no idea but if it wasn't for #12 it would've been worst,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:59 +0000 2015,Shout out my 🔌 @ronkhizzle cause these hoes not even out yet. https://t.co/rLYpobS07g,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:24:59 +0000 2015,"@Chris_Sherwood if it's their first kid, get em something nice. If it's their second, they'll appreciate diapers.",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:00 +0000 2015,https://t.co/wjCRlRzcCQ,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:01 +0000 2015,Bitches be so faithful to they cheating ass boyfriends,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:01 +0000 2015,@CarolMovie at @AFIFEST,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:01 +0000 2015,@Coochiekillaaa i feel you lok ahah S's over dresses,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:02 +0000 2015,Okay this #BabyHitler stuff is insane - all these evangelicals who care more about cells than living babies - saying hell ya kill the kid?,BabyHitler,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:02 +0000 2015,just wanna take a nap when i get back 😴😴,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:03 +0000 2015,Spark Sports Exclusive: Five Takeaways From Week Nine Of The NFL Season🏈 https://t.co/eC43TFW7jG https://t.co/5kxlMGYFcm,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:04 +0000 2015,@KenWahl1 @Lrihendry Obama bashes @FoxNews all the time!anyone noticed??,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:04 +0000 2015,estoy estudiando,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:04 +0000 2015,@thealmonddoctor do you have any pics of almond tree issues because of the drought. Need help for ABC leadership program.,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:06 +0000 2015,@CoveredCA I was able to get through. The phone tree options are confusing if one is calling to speak to a rep. Msg me for more feedback!,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:07 +0000 2015,I want to change my number but I can't until he gets out of reception,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:07 +0000 2015,@teerolen tiara stop 😂😂😂😂,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:07 +0000 2015,"Want to work in #VariousUSCities, US? View our latest opening: https://t.co/N7C4xzoqyi #Legal #Job #Jobs #Hiring #CareerArc",VariousUSCities,,
,,Legal,,
,,Job,,
,,Jobs,,
,,Hiring,,
,,CareerArc,,
Mon Nov 09 21:25:07 +0000 2015,@jdq1618 bring me some scotch with an ice cube,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:09 +0000 2015,@cxcmxcviii welcome babe 😘,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:10 +0000 2015,@thuychristina @Sharamaee_ lol I'm not gay 😅,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:10 +0000 2015,#thirdeyeblind @ Target West Hollywood Gateway https://t.co/BPP6bRPzQ0,thirdeyeblind,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:10 +0000 2015,@keenan @gabevillamizar Are you challenging us to double selfie off?  You don't want to do that... #ComeOn #SalesStack15,ComeOn,,
,,SalesStack15,,
,,,,
,,,,
Mon Nov 09 21:25:10 +0000 2015,#cover #photographers #fashion #magazines #kellyfajack #portfolio https://t.co/Xp0fKP8eS6,cover,,
,,photographers,,
,,fashion,,
,,magazines,,
,,kellyfajack,,
,,portfolio,,
Mon Nov 09 21:25:11 +0000 2015,I hope it rains,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:11 +0000 2015,Drive slow,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:11 +0000 2015,QUEEN https://t.co/yFYu8pzxYH,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:12 +0000 2015,@JonnyMcNarwhal is so mean to me he won't sing me happy birthday. 🖕🏻😄😭,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:13 +0000 2015,"Halleck Vineyard wine tasting at AMA Skincare’s Art, Wine and Adventure VIP Event. #AMAskincare… https://t.co/eI8fMwtRzE",AMAskincare,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:13 +0000 2015,Russian Athletes Part of State-Sponsored Doping Program #Dopliving https://t.co/SaqtH0VgKr https://t.co/cD1jiZMhVh,Dopliving,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:13 +0000 2015,@chrisbo347 you may win the award for most negative person on Twitter ever,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:14 +0000 2015,@camerondallas #AskCamAndNash when will the premier be at city walk??? I wanna see you & tell u how proud I'm am😍😊👌🏼,AskCamAndNash,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:15 +0000 2015,Where u at babe ?,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:15 +0000 2015,"Can you recommend anyone for this #job? Pharmacy Technician - https://t.co/lHPddvt9ZN #LongBeach, CA #Healthcare #Hiring #CareerArc",job,,
,,LongBeach,,
,,Healthcare,,
,,Hiring,,
,,CareerArc,,
Mon Nov 09 21:25:15 +0000 2015,@CHOAY0 @CCG_Pepitas @AzubuTV oh yeah! I love Ben. He's awesome :D,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:15 +0000 2015,Drying my fiber prints perfectly flat. This is a more labor intensive process than just hanging them… https://t.co/RwwzepAzIz,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:15 +0000 2015,How discouraging,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:16 +0000 2015,*****LEGACY IN HOUSE TOURNAMENT REGISTRATION DEADLINE this Wednesday Evening. Please put your Name… https://t.co/fT8FS4bK45,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:17 +0000 2015,Made a quick stop with her before we head out back home. 🙏🏼✝ @ El… https://t.co/9cU0jpLBbb,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:18 +0000 2015,Happy Birthday to @ArayaNicks hope your 22nd year of life is as awesome as you are!!,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:19 +0000 2015,I gotta stop taking ridiculous chances,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:25 +0000 2015,No one is dumber than a white leftie. Loyal to a party who openly hates them & actively replacing them with a dumber demographic -illegals,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:25 +0000 2015,"@LiveLaughIdina Idina has ruined a lot of our emotional stability's, but I love her for that.",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:25 +0000 2015,Or in the partner portal?  https://t.co/UbiPyv0dn8,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:26 +0000 2015,Lmfaooooo https://t.co/Wqj042ihDi,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:27 +0000 2015,I want you to be mine😭,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:28 +0000 2015,Vou tomar um banho e vou na quadrinha bancar o jogo das mulher ksks,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:29 +0000 2015,"So technically, I only have 2 classes and im done for the week",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:29 +0000 2015,@DesertRiver But how will Starbucks survive without the pennies of idiots?,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:30 +0000 2015,@MadisonElleBeer why do you always tweet fans when I'm in school,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:30 +0000 2015,now hes wearin this cool hat https://t.co/rfANh2oFsS,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:31 +0000 2015,"We're #hiring! Click to apply: Content Design Manager - https://t.co/34D5g1JwFd #Marketing #LosAngeles, California #Job #Jobs #CareerArc",hiring,,
,,Marketing,,
,,LosAngeles,,
,,Job,,
,,Jobs,,
,,CareerArc,,
Mon Nov 09 21:25:33 +0000 2015,My reaction to the new #candystore at #fashionsquaremall #glutenfree #starburst #sugarfree #agave… https://t.co/z0aPtrXHg2,candystore,,
,,fashionsquaremall,,
,,glutenfree,,
,,starburst,,
,,sugarfree,,
,,agave,,
Mon Nov 09 21:25:34 +0000 2015,We added more tix 4 11/13's @GramercyTheatre @nycomedyfest @billburr @iliza @hannibalburess https://t.co/UMCiWVtVZW https://t.co/Rr0YmZpZb8,,,
,,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:35 +0000 2015,"I hate when you tell your friend ""hey lets go somewhere"" and they no. Like da fuck, it wasn't question 🙃😒",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:36 +0000 2015,":,) everybody is coming to Cali spring break",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:36 +0000 2015,[Без названия] https://t.co/mtQ28up5s9,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:37 +0000 2015,FAMMMMM WHAT https://t.co/i97L67lICi,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:37 +0000 2015,Just watched Love in 3D 🔴🔵 damn @ Aero Theatre https://t.co/6hiD5slse6,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:38 +0000 2015,Baby you winter time cold,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:39 +0000 2015,https://t.co/sD7k3u1y1h,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:39 +0000 2015,OMG YES.  https://t.co/7HOBP67Amh,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:39 +0000 2015,"I want to see a Steve Jobs movie  like I want to see one about Henry Ford... wait, what the fuck?!  Why can't Job's carry a film?!  🤓",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:39 +0000 2015,"California Law Adds New Twist To Abortion, Religious Freedom Debate - NPR https://t.co/RxLTQ5NZhb",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:40 +0000 2015,Apple Pie,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:41 +0000 2015,Lmfaoooooo they got me way fucked up https://t.co/vrHEAUHXIA,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:42 +0000 2015,@kiafelicia Get ittt!!,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:42 +0000 2015,Missed Daniel Johnston preform at the opening of his exhibit because I couldn't get out of bed on… https://t.co/NFp3p55URK,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:43 +0000 2015,"If you want to succeed, you're more than likely going to fail first.",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:43 +0000 2015,"Straight Outta Compton"" feat. Sons of NWA!! @EWrightJR @BabyEazyE @MrCurtisYoung >> https://t.co/lhzEhQjLcw … https://t.co/AZkeNvw2Y4",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:43 +0000 2015,Two days until the Getty/LaChapelle extravaganza #augustgetty #augustgettyatelier #gettygirl… https://t.co/ADD3Aqkr9Y,augustgetty,,
,,augustgettyatelier,,
,,gettygirl,,
,,,,
Mon Nov 09 21:25:43 +0000 2015,Bae😘 https://t.co/VZxg8ARzlK,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:43 +0000 2015,Old school Tomb Raider. Lara Croft art by Michael Cho: https://t.co/ZNVXifSooT,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:25:44 +0000 2015,@thehill I thought Jeb was pro-life. Why wouldn't he teach Hitler to become the greatest humanitarian instead?,,,
,,,,
,,,,
