created_at,text,entities__hashtags__text,entities__hashtags__text,
Fri Nov 06 21:14:53 +0000 2015,@RSS85 llegas ya o k? NYC te espera #chelsea #beer,chelsea,,
,,beer,,
,,,,
,,,,
Fri Nov 06 21:14:53 +0000 2015,OOMF on Twitter/SC it's not good/cute putting yourself out here as hoe😑 Me right now not trying to expose.... https://t.co/hmi96d4NxC,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:14:55 +0000 2015,@moniquebrwn26 I never meant for you to feel that way I knw u know but our heavenly father knows more then we do,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:14:55 +0000 2015,The thing about going to a catholic school is that if you sneeze in class the whole class instantly blesses you. #blessed 🙌🏻🙏🏻,blessed,,
,,,,
,,,,
,,,,
Fri Nov 06 21:14:56 +0000 2015,Don't trip chocolate chip! 🍪,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:14:56 +0000 2015,"'NUFF SAID ""We could never learn to be brave and patient, if there were only joy in the world."" - Helen Keller https://t.co/pN2JNQgdpR",,,
,,,,
,,,,
,,,,
Fri Nov 06 21:14:58 +0000 2015,"#Clerical #Job in #NewYork, NY: Talent Acquisition Coordinator at 24 Seven https://t.co/vAbhp4zzqW #Jobs #Hiring #CareerArc",Clerical,,
,,Job,,
,,NewYork,,
,,Jobs,,
,,Hiring,,
,,CareerArc,,
Fri Nov 06 21:14:58 +0000 2015,Made second team for field hockey 😎😎🤑🤑,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:14:59 +0000 2015,Next time on Dateline: We track down the guy that messed up @Adele so bad.,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:14:59 +0000 2015,"Join the W.B. Mason team! See our latest #CustomerService #job opening here: https://t.co/ZfDvw5OlMQ #nowhiring #EastWindsor, CT #Hiring",CustomerService,,
,,job,,
,,nowhiring,,
,,EastWindsor,,
,,Hiring,,
Fri Nov 06 21:15:00 +0000 2015,"i want everyone to know I'm in office hours with a man who is twitching and murmuring to himself, send ur prayers my way",,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:00 +0000 2015,"But why??? @ Soho, N.Y.C https://t.co/nQDNX9fKA5",,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:02 +0000 2015,My brows look so fleeky fleek in my school photos,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:03 +0000 2015,Albany cop on admin duties while he's being investigated for alleged Halloween incident https://t.co/yuYOslAPO4 https://t.co/0Qo1YHOrSU,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:03 +0000 2015,@TBVines @maddyykelly_ 😂😂😂,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:03 +0000 2015,Found this cutie tied up by Jamaica bay today with tide coming in. Anyone looking for him? @NYPD100Pct https://t.co/Gt9ejbwTAo,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:04 +0000 2015,Temperatures break records in NY and CT https://t.co/3nJ76no1vQ,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:05 +0000 2015,This week has to get better. I'm mentally and physically exhausted.,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:05 +0000 2015,Russian President Vladimir Putin has halted all flights from Russia to Egypt https://t.co/vVVvNvi5JK,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:06 +0000 2015,#mirandi @ CIMA Center for Italian Modern Art https://t.co/d2pocgJ8GA,mirandi,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:06 +0000 2015,Going out is always a struggle because I have to put on pants,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:07 +0000 2015,"6-year-old girl among at least two shot in Union County, N.J. https://t.co/wexnzMaLMm",,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:07 +0000 2015,Coffee + Mozart got me like: https://t.co/IDZQzXvOQ3,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:07 +0000 2015,@alascala13 I bet it wasn't an easy catch 😂,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:08 +0000 2015,Graphic photos of Greg Hardy's ex obtained by Deadspin https://t.co/1oEj1JD2j8,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:08 +0000 2015,@HuffPostLive @Nashgrier @camerondallas ID DIDNT SMIWLE BUT IT WA SAO AGR D GEIS,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:08 +0000 2015,why me.,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:08 +0000 2015,"Child among at least 2 shot in New Jersey, police say https://t.co/Zq6R6gmY3T",,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:09 +0000 2015,The top 10 NYC gallery exhibitions in November https://t.co/jdCRa0N4XF,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:09 +0000 2015,Star Wars fans are freaking out about this new footage ----> https://t.co/0cyksKhsPc,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:09 +0000 2015,@pkmnitems https://t.co/sW72X6cKsR,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:09 +0000 2015,The black boxes from the downed Russian airliner “distinctly show the sound of an explosion during the flight” https://t.co/Fs225KYkdr,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:09 +0000 2015,My sister is annoying😭 welcome to 2015 where ppl ask for hair on Christmas https://t.co/oyZn9uWdNG,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:10 +0000 2015,"Alabama family of once-missing Julian Hernandez ""overjoyed"" after teen found safe https://t.co/fveQGKqtQB",,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:10 +0000 2015,@lyft can someone from your customer service team please reach out - I was charged $80 for a ride I didn't take and have submitted 3x,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:10 +0000 2015,"NYC Day Care Centers Need Letter Grades, According To Troubling New Report https://t.co/YPTtNuFeVj",,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:10 +0000 2015,@allahpundit @NoahCRothman who is the top 2nd choice for Carson supporters?,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:10 +0000 2015,@njeawendell Great meeting you today! What an inspiring day! #njeaconv #njea #HippGrant https://t.co/f4QWo7TkHQ,njeaconv,,
,,njea,,
,,HippGrant,,
,,,,
Fri Nov 06 21:15:11 +0000 2015,@MartinezCigars I made it and you guys did not disappoint! https://t.co/DXAHbFla4F,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:12 +0000 2015,Badara fou leu 😂😂😂😂,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:12 +0000 2015,The silence from the @NFL and @dallascowboys organization speaks volumes. #GregHardy #JerryJones @nflcommish #FireGoodell,GregHardy,,
,,JerryJones,,
,,FireGoodell,,
,,,,
Fri Nov 06 21:15:13 +0000 2015,on this boulevard @mintberryjaz  https://t.co/dFJa7vz1bf,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:13 +0000 2015,~~ Sapropelic Pycnic Fall 2015 Tour: East Coast/Midwest ~~ Fb event / details here: https://t.co/DmwbPJY76G https://t.co/hanM1z7sh3,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:13 +0000 2015,So? https://t.co/S0mPqg57U7,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:15 +0000 2015,"Saw Wapo,how can you claim temp records can be compared to 1800s but actual accounts of major landfalls  are not reliable? @realDonaldTrump",,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:16 +0000 2015,Salamat at mahagip ng cam ang closeness ng BaiLona! 😍❤️💕 No space allowed ganon? BB Ylona to 2366 BB Bailey to 2366 https://t.co/wbXgqPNyvQ,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:17 +0000 2015,Oooooo I'm shmacked next weekend 🎊💀,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:17 +0000 2015,PSA #2: I just held the product of him having sex with his wife.,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:19 +0000 2015,uuuu maaake my body melltttt III KNOWW I NEVER FELT SO FREE E E ee ee e  WOH OH OHHH     ure looki like lo oo ove https://t.co/dZITRjW5CR,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:20 +0000 2015,"Woke up hungry and sleepy, which will prevail?",,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:20 +0000 2015,Literally hit the spot 👏🏼! https://t.co/kbrydSt9ub,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:21 +0000 2015,hello Im Belle. I am somewhere far away & very different since all of where I was exploded. If ur reading this want to be rescued post now,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:21 +0000 2015,its the saxophone's birthday btw....  happy birthday saxophone,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:22 +0000 2015,Change is good,,,
,,,,
,,,,
,,,,
Fri Nov 06 21:15:22 +0000 2015,#BeatPeddie,BeatPeddie,,
,,,,
,,,,
,,,,
